id,sentence,word,label,predict
a1j-fragment33_497_1,"""Scattered through the policy review are proposals to : Drastically alter the status and organisation of the Department of Trade and Industry ; Create two departments — a Department of Consumer Affairs ""[SEP]""Scattered""[SEP]""VERB""[SEP]""VBN""",Scattered,1,1
a1j-fragment33_497_11,"""Scattered through the policy review are proposals to : Drastically alter the status and organisation of the Department of Trade and Industry ; Create two departments — a Department of Consumer Affairs ""[SEP]""alter""[SEP]""VERB""[SEP]""VB""",alter,0,0
a1j-fragment33_497_24,"""Scattered through the policy review are proposals to : Drastically alter the status and organisation of the Department of Trade and Industry ; Create two departments — a Department of Consumer Affairs ""[SEP]""Create""[SEP]""VERB""[SEP]""VB""",Create,0,0
a1j-fragment33_497_41,"""Scattered through the policy review are proposals to : Drastically alter the status and organisation of the Department of Trade and Industry ; Create two departments — a Department of Consumer Affairs ""[SEP]""Create""[SEP]""VERB""[SEP]""VB""",Create,0,0
a1j-fragment33_497_49,""" and a Department for Legal Administration ; Create a Department of Environmental Protection within the existing Department of the Environment ; Set up a plethora of new commissions and executive agencies ; Set up a Women 's Ministry .""[SEP]""existing""[SEP]""VERB""[SEP]""VBG""",existing,0,0
a1j-fragment33_497_55,""" and a Department for Legal Administration ; Create a Department of Environmental Protection within the existing Department of the Environment ; Set up a plethora of new commissions and executive agencies ; Set up a Women 's Ministry .""[SEP]""Set""[SEP]""VERB""[SEP]""VBN""",Set,1,1
a1j-fragment33_497_66,""" and a Department for Legal Administration ; Create a Department of Environmental Protection within the existing Department of the Environment ; Set up a plethora of new commissions and executive agencies ; Set up a Women 's Ministry .""[SEP]""Set""[SEP]""VERB""[SEP]""VBN""",Set,1,1
a1j-fragment33_498_8,"""Those are only the most overt changes advocated in the review papers .""[SEP]""advocated""[SEP]""VERB""[SEP]""VBN""",advocated,0,0
a1j-fragment33_499_6,"""The only department which explicitly escapes unscathed is the one which Conservatives would most like to abolish : the Department of Energy .""[SEP]""escapes""[SEP]""VERB""[SEP]""VBZ""",escapes,1,1
a1j-fragment33_499_15,"""The only department which explicitly escapes unscathed is the one which Conservatives would most like to abolish : the Department of Energy .""[SEP]""like""[SEP]""SCONJ""[SEP]""IN""",like,0,0
a1j-fragment33_499_17,"""The only department which explicitly escapes unscathed is the one which Conservatives would most like to abolish : the Department of Energy .""[SEP]""abolish""[SEP]""VERB""[SEP]""VB""",abolish,0,0
a1j-fragment33_500_8,"""In virtually every case the aim of causing upheaval is explicitly declared ""[SEP]""causing""[SEP]""VERB""[SEP]""VBG""",causing,0,0
a1j-fragment33_500_12,"""In virtually every case the aim of causing upheaval is explicitly declared ""[SEP]""declared""[SEP]""VERB""[SEP]""VBN""",declared,0,0
a1j-fragment33_500_21,""" because Labour 's aim would be to upset the bureaucratic order it inherits .""[SEP]""upset""[SEP]""ADJ""[SEP]""JJ""",upset,1,1
a1j-fragment33_500_26,""" because Labour 's aim would be to upset the bureaucratic order it inherits .""[SEP]""inherits""[SEP]""VERB""[SEP]""VBZ""",inherits,1,1
a1j-fragment33_501_7,""" according to the review ""[SEP]""according""[SEP]""VERB""[SEP]""VBG""",according,0,0
a1j-fragment33_501_13,""" be designed to act as irritants and antagonists within the Civil Service system .""[SEP]""designed""[SEP]""VERB""[SEP]""VBN""",designed,1,1
a1j-fragment33_501_15,""" be designed to act as irritants and antagonists within the Civil Service system .""[SEP]""act""[SEP]""PROPN""[SEP]""NNP""",act,1,0
a1j-fragment33_502_6,"""But the policy review nowhere considers the overall effect of the individual changes proposed ""[SEP]""considers""[SEP]""VERB""[SEP]""VBZ""",considers,1,1
a1j-fragment33_502_14,"""But the policy review nowhere considers the overall effect of the individual changes proposed ""[SEP]""proposed""[SEP]""VERB""[SEP]""VBN""",proposed,0,0
a1j-fragment33_502_21,""" or how they might be co-ordinated .""[SEP]""co-ordinated""[SEP]""ADJ""[SEP]""JJ""",co-ordinated,1,1
a1j-fragment33_503_4,"""Nor does it contemplate the knock-on consequences for Labour ministers of attempting to implement their programme while rebuilding the governmental machine .""[SEP]""contemplate""[SEP]""VERB""[SEP]""VB""",contemplate,1,1
a1j-fragment33_503_12,"""Nor does it contemplate the knock-on consequences for Labour ministers of attempting to implement their programme while rebuilding the governmental machine .""[SEP]""attempting""[SEP]""VERB""[SEP]""VBG""",attempting,0,0
a1j-fragment33_503_14,"""Nor does it contemplate the knock-on consequences for Labour ministers of attempting to implement their programme while rebuilding the governmental machine .""[SEP]""implement""[SEP]""VERB""[SEP]""VB""",implement,0,0
a1j-fragment33_503_18,"""Nor does it contemplate the knock-on consequences for Labour ministers of attempting to implement their programme while rebuilding the governmental machine .""[SEP]""rebuilding""[SEP]""VERB""[SEP]""VBG""",rebuilding,1,1
a1j-fragment33_504_10,"""The ‘ medium term industrial strategy ’ which would form the centrepiece of Labour 's economic policy would ""[SEP]""form""[SEP]""NOUN""[SEP]""NN""",form,0,1
a1j-fragment33_504_20,""" according to the Productive and Competitive Economy review group ""[SEP]""according""[SEP]""VERB""[SEP]""VBG""",according,0,0
a1j-fragment33_504_32,""" be ‘ administered by a transformed Department of Trade and Industry ’ .""[SEP]""administered""[SEP]""VERB""[SEP]""VBN""",administered,0,1
a1j-fragment33_504_35,""" be ‘ administered by a transformed Department of Trade and Industry ’ .""[SEP]""transformed""[SEP]""VERB""[SEP]""VBN""",transformed,0,0
a1j-fragment33_505_3,"""The review adds : ‘ What we now seek is a DTI which will have an equal ""[SEP]""adds""[SEP]""VERB""[SEP]""VBZ""",adds,1,1
a1j-fragment33_505_9,"""The review adds : ‘ What we now seek is a DTI which will have an equal ""[SEP]""seek""[SEP]""VERB""[SEP]""VB""",seek,1,0
a1j-fragment33_506_4,"""That approach would seek to knock out a keystone of Civil Service tradition .""[SEP]""seek""[SEP]""VERB""[SEP]""VB""",seek,1,1
a1j-fragment33_506_6,"""That approach would seek to knock out a keystone of Civil Service tradition .""[SEP]""knock""[SEP]""VERB""[SEP]""VB""",knock,1,1
a1j-fragment33_507_5,"""Labour policy has long sought to challenge the Treasury 's dominance in government .""[SEP]""sought""[SEP]""VERB""[SEP]""VBN""",sought,1,1
a1j-fragment33_507_7,"""Labour policy has long sought to challenge the Treasury 's dominance in government .""[SEP]""challenge""[SEP]""NOUN""[SEP]""NN""",challenge,1,1
a1j-fragment33_508_12,""" set up by Harold Wilson and headed by George Brown — ended in futile departmental and ministerial infighting .""[SEP]""set""[SEP]""VERB""[SEP]""VBN""",set,1,1
a1j-fragment33_508_18,""" set up by Harold Wilson and headed by George Brown — ended in futile departmental and ministerial infighting .""[SEP]""headed""[SEP]""VERB""[SEP]""VBN""",headed,1,1
a1j-fragment33_508_23,""" set up by Harold Wilson and headed by George Brown — ended in futile departmental and ministerial infighting .""[SEP]""ended""[SEP]""VERB""[SEP]""VBN""",ended,0,0
a1j-fragment33_509_21,""" with responsibility for determing investment in research .""[SEP]""determing""[SEP]""VERB""[SEP]""VBG""",determing,1,0
a1j-fragment33_510_13,"""There is no mention in the education policy of how that might affect the Department of Education and Science .""[SEP]""affect""[SEP]""VERB""[SEP]""VB""",affect,0,0
a1j-fragment33_511_6,"""But while the DTI would override the Treasury ""[SEP]""override""[SEP]""NOUN""[SEP]""NN""",override,1,1
a1j-fragment33_511_20,""" a new ‘ powerful Department of Consumer Affairs ’ would antagonise the DTI .""[SEP]""antagonise""[SEP]""VERB""[SEP]""VB""",antagonise,1,1
a1j-fragment33_512_4,"""It would be headed by ‘ a minister of Cabinet rank ’ and act as ‘ the consumers ’ voice with other government departments ' .""[SEP]""headed""[SEP]""VERB""[SEP]""VBN""",headed,1,1
a1j-fragment33_512_14,"""It would be headed by ‘ a minister of Cabinet rank ’ and act as ‘ the consumers ’ voice with other government departments ' .""[SEP]""act""[SEP]""PROPN""[SEP]""NNP""",act,1,1
a1j-fragment33_513_13,""" with ‘ a watching brief over government action ’ and the ability to initiate consumer legislation .""[SEP]""watching""[SEP]""VERB""[SEP]""VBG""",watching,1,1
a1j-fragment33_513_23,""" with ‘ a watching brief over government action ’ and the ability to initiate consumer legislation .""[SEP]""initiate""[SEP]""VERB""[SEP]""VB""",initiate,0,0
a1j-fragment33_514_8,"""Only the Women 's Ministry would be given equal license .""[SEP]""given""[SEP]""VERB""[SEP]""VBN""",given,1,1
a1j-fragment33_515_7,"""It would be able to ‘ require each government department to review its policies ""[SEP]""require""[SEP]""VERB""[SEP]""VB""",require,1,0
a1j-fragment33_515_12,"""It would be able to ‘ require each government department to review its policies ""[SEP]""review""[SEP]""NOUN""[SEP]""NN""",review,0,0
a1j-fragment33_516_5,"""While new departments are born and others extended ""[SEP]""born""[SEP]""VERB""[SEP]""VBN""",born,1,1
a1j-fragment33_516_8,"""While new departments are born and others extended ""[SEP]""extended""[SEP]""VERB""[SEP]""VBN""",extended,1,1
a1j-fragment33_516_20,""" one of the oldest — the Home Office — would become a shadow of its present self .""[SEP]""become""[SEP]""VERB""[SEP]""VB""",become,0,0
a1j-fragment33_517_3,"""Labour 's proposed Department for Legal Administration would take over responsibility for courts and tribunals ; court procedures ; organisation ""[SEP]""proposed""[SEP]""VERB""[SEP]""VBN""",proposed,0,0
a1j-fragment33_517_9,"""Labour 's proposed Department for Legal Administration would take over responsibility for courts and tribunals ; court procedures ; organisation ""[SEP]""take""[SEP]""VERB""[SEP]""VB""",take,1,1
a1j-fragment33_517_42,""" magistracy and judiciary ; legal aid ; legal services ; and the Sentencing Council .""[SEP]""Sentencing""[SEP]""NOUN""[SEP]""NN""",Sentencing,0,0
a1j-fragment33_518_3,"""That would leave the Home Office with policing ""[SEP]""leave""[SEP]""VERB""[SEP]""VB""",leave,1,1
a1j-fragment33_518_8,"""That would leave the Home Office with policing ""[SEP]""policing""[SEP]""NOUN""[SEP]""NN""",policing,0,0
a1j-fragment33_519_10,""" the Equal Pay Act and the Equal Opportunities Commission would be given to the Women 's Ministry .""[SEP]""Pay""[SEP]""VERB""[SEP]""VB""",Pay,0,0
a1j-fragment33_519_19,""" the Equal Pay Act and the Equal Opportunities Commission would be given to the Women 's Ministry .""[SEP]""given""[SEP]""VERB""[SEP]""VBN""",given,1,1
a1j-fragment33_521_10,"""A ‘ new Minister of Environmental Protection ’ would operate inside the DoE .""[SEP]""operate""[SEP]""VERB""[SEP]""VB""",operate,1,1
a1j-fragment33_522_3,"""That could work — though it is easy to imagine conflicts of interest with the housing and planning functions of the department .""[SEP]""work""[SEP]""NOUN""[SEP]""NN""",work,1,1
a1j-fragment33_522_10,"""That could work — though it is easy to imagine conflicts of interest with the housing and planning functions of the department .""[SEP]""imagine""[SEP]""VERB""[SEP]""VB""",imagine,0,0
a1j-fragment33_524_7,"""‘ The priority of MAFF must become food ""[SEP]""become""[SEP]""VERB""[SEP]""VB""",become,0,0
a1j-fragment33_524_11,""" not farming ""[SEP]""farming""[SEP]""NOUN""[SEP]""NN""",farming,0,0
a1j-fragment33_524_17,""" ’ the policy review says .""[SEP]""says""[SEP]""VERB""[SEP]""VBZ""",says,1,1
a1j-fragment33_525_6,"""‘ Its main concerns would become food and the people who consume it ""[SEP]""become""[SEP]""VERB""[SEP]""VB""",become,0,0
a1j-fragment33_525_12,"""‘ Its main concerns would become food and the people who consume it ""[SEP]""consume""[SEP]""VERB""[SEP]""VB""",consume,0,0
a1j-fragment33_525_16,""" not farming and those who produce it . ’""[SEP]""farming""[SEP]""NOUN""[SEP]""NN""",farming,0,0
a1j-fragment33_525_20,""" not farming and those who produce it . ’""[SEP]""produce""[SEP]""VERB""[SEP]""VB""",produce,0,0
a1j-fragment33_526_11,""" now split between MAFF and the Department of Health ""[SEP]""split""[SEP]""PROPN""[SEP]""NNP""",split,1,1
a1j-fragment33_526_21,""" would transfer to a new Food Standards Agency .""[SEP]""transfer""[SEP]""NOUN""[SEP]""NN""",transfer,1,1
a1j-fragment33_527_17,""" and other quango-like bodies recommended by the review .""[SEP]""recommended""[SEP]""VERB""[SEP]""VBN""",recommended,1,0
a1j-fragment33_528_7,"""In some cases Labour 's quangos merge existing ones ""[SEP]""merge""[SEP]""VERB""[SEP]""VB""",merge,1,1
a1j-fragment33_528_8,"""In some cases Labour 's quangos merge existing ones ""[SEP]""existing""[SEP]""VERB""[SEP]""VBG""",existing,0,0
a1j-fragment33_528_12,""" or replace well-established bodies .""[SEP]""replace""[SEP]""VERB""[SEP]""VB""",replace,1,1
a1j-fragment33_529_7,"""The funding of higher education would become the responsibility of one body ""[SEP]""become""[SEP]""VERB""[SEP]""VB""",become,0,0
a1j-fragment33_530_6,"""Labour 's Quality Commission would replace the Audit Commission .""[SEP]""replace""[SEP]""VERB""[SEP]""VB""",replace,1,1
a1j-fragment33_531_23,""" and public interest commissioners appointed by the Secretary of State .""[SEP]""appointed""[SEP]""VERB""[SEP]""VBN""",appointed,0,0
a1j-fragment33_532_35,""" an Independent Sentencing Council ""[SEP]""Sentencing""[SEP]""NOUN""[SEP]""NN""",Sentencing,0,0
a1j-fragment33_532_53,""" and a Social Insurance Fund administered by … ‘ an independent commission ’ .""[SEP]""administered""[SEP]""VERB""[SEP]""VBN""",administered,1,1
a3e-fragment02_5_6,"""In the Garden Update : Growing classes""[SEP]""Growing""[SEP]""VERB""[SEP]""VBG""",Growing,0,0
a3e-fragment02_10_5,"""The summer 's sprawl begins to be oppressive at this stage in the year and trigger fingers are itching to snip back overgrown mallows ""[SEP]""begins""[SEP]""VERB""[SEP]""VBZ""",begins,0,0
a3e-fragment02_10_19,"""The summer 's sprawl begins to be oppressive at this stage in the year and trigger fingers are itching to snip back overgrown mallows ""[SEP]""itching""[SEP]""NOUN""[SEP]""NN""",itching,1,1
a3e-fragment02_10_21,"""The summer 's sprawl begins to be oppressive at this stage in the year and trigger fingers are itching to snip back overgrown mallows ""[SEP]""snip""[SEP]""X""[SEP]""ADD""",snip,1,1
a3e-fragment02_10_35,""" clear out the mildewing foliage of golden rod and reduce the overpowering bulk of bullyboy ground cover .""[SEP]""reduce""[SEP]""VERB""[SEP]""VB""",reduce,0,0
a3e-fragment02_11_1,"""Keep away from jasmine ""[SEP]""Keep""[SEP]""VERB""[SEP]""VB""",Keep,0,0
a3e-fragment02_12_9,""" should not be cut back until spring .""[SEP]""cut""[SEP]""VERB""[SEP]""VBN""",cut,0,0
a3e-fragment02_13_11,""" ragged heads of the climbing hydrangea can be removed ""[SEP]""removed""[SEP]""VERB""[SEP]""VBN""",removed,0,0
a3e-fragment02_13_13,""" cutting where the stem joins the main branch .""[SEP]""cutting""[SEP]""VERB""[SEP]""VBG""",cutting,0,0
a3e-fragment02_13_17,""" cutting where the stem joins the main branch .""[SEP]""joins""[SEP]""VERB""[SEP]""VBZ""",joins,1,1
a3e-fragment02_14_3,"""Virginia creeper needs to be clipped back from windows and hauled out of gutters .""[SEP]""needs""[SEP]""NOUN""[SEP]""NNS""",needs,0,0
a3e-fragment02_14_6,"""Virginia creeper needs to be clipped back from windows and hauled out of gutters .""[SEP]""clipped""[SEP]""VERB""[SEP]""VBN""",clipped,0,0
a3e-fragment02_14_11,"""Virginia creeper needs to be clipped back from windows and hauled out of gutters .""[SEP]""hauled""[SEP]""VERB""[SEP]""VBN""",hauled,0,0
a3e-fragment02_17_6,"""Shrubs such as hydrangea particularly relish rich rations .""[SEP]""relish""[SEP]""NOUN""[SEP]""NN""",relish,1,1
a3e-fragment02_18_7,"""It is a good time to plant hardy shrubs too .""[SEP]""plant""[SEP]""NOUN""[SEP]""NN""",plant,0,0
a3e-fragment02_19_3,"""Clematis so bristles with brittle green shoots in spring that planting then is an anxiety rather than a pleasure .""[SEP]""bristles""[SEP]""NOUN""[SEP]""NNS""",bristles,1,1
a3e-fragment02_19_11,"""Clematis so bristles with brittle green shoots in spring that planting then is an anxiety rather than a pleasure .""[SEP]""planting""[SEP]""VERB""[SEP]""VBG""",planting,0,0
a3e-fragment02_20_8,"""Runner beans and French beans have now given up completely and can be cleared off vegetable plots .""[SEP]""given""[SEP]""VERB""[SEP]""VBN""",given,1,1
a3e-fragment02_20_14,"""Runner beans and French beans have now given up completely and can be cleared off vegetable plots .""[SEP]""cleared""[SEP]""VERB""[SEP]""VBN""",cleared,0,0
a3e-fragment02_21_4,"""Globe artichokes are sprouting new leaves and may need protection from frost in cold areas .""[SEP]""sprouting""[SEP]""VERB""[SEP]""VBG""",sprouting,0,0
a3e-fragment02_21_9,"""Globe artichokes are sprouting new leaves and may need protection from frost in cold areas .""[SEP]""need""[SEP]""VERB""[SEP]""VB""",need,0,0
a3e-fragment02_22_4,"""Summer bedding is looking tired and should be removed so that the ground can be cleaned and fed ready for spring bulbs or wallflowers .""[SEP]""looking""[SEP]""VERB""[SEP]""VBG""",looking,0,0
a3e-fragment02_22_9,"""Summer bedding is looking tired and should be removed so that the ground can be cleaned and fed ready for spring bulbs or wallflowers .""[SEP]""removed""[SEP]""VERB""[SEP]""VBN""",removed,0,0
a3e-fragment02_22_16,"""Summer bedding is looking tired and should be removed so that the ground can be cleaned and fed ready for spring bulbs or wallflowers .""[SEP]""cleaned""[SEP]""VERB""[SEP]""VBN""",cleaned,0,0
a3e-fragment02_22_18,"""Summer bedding is looking tired and should be removed so that the ground can be cleaned and fed ready for spring bulbs or wallflowers .""[SEP]""fed""[SEP]""PROPN""[SEP]""NNP""",fed,1,0
al2-fragment16_176_3,"""Prices have remained high-indeed the FT-SE index has risen another 55 points since then — allowing even the most passive of private investors ""[SEP]""remained""[SEP]""VERB""[SEP]""VBD""",remained,0,0
al2-fragment16_176_9,"""Prices have remained high-indeed the FT-SE index has risen another 55 points since then — allowing even the most passive of private investors ""[SEP]""risen""[SEP]""VERB""[SEP]""VBN""",risen,1,1
al2-fragment16_176_16,"""Prices have remained high-indeed the FT-SE index has risen another 55 points since then — allowing even the most passive of private investors ""[SEP]""allowing""[SEP]""VERB""[SEP]""VBG""",allowing,1,1
al2-fragment16_176_25,""" including unit trust holders ""[SEP]""including""[SEP]""VERB""[SEP]""VBG""",including,0,0
al2-fragment16_176_31,""" to take advantage of the market .""[SEP]""take""[SEP]""VERB""[SEP]""VB""",take,1,1
al2-fragment16_177_9,"""The 10 p.c. gain since election day is looking increasingly sustainable .""[SEP]""looking""[SEP]""VERB""[SEP]""VBG""",looking,1,1
al2-fragment16_178_27,""" but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result .""[SEP]""argue""[SEP]""VERB""[SEP]""VB""",argue,0,0
al2-fragment16_178_48,""" but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result .""[SEP]""discounting""[SEP]""VERB""[SEP]""VBG""",discounting,1,1
al2-fragment16_179_3,"""The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September 's previous record closing level .""[SEP]""failed""[SEP]""VERB""[SEP]""VBN""",failed,1,1
al2-fragment16_179_5,"""The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September 's previous record closing level .""[SEP]""hold""[SEP]""VERB""[SEP]""VB""",hold,1,1
al2-fragment16_179_12,"""The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September 's previous record closing level .""[SEP]""opening""[SEP]""NOUN""[SEP]""NN""",opening,1,1
al2-fragment16_180_5,"""Wall Street has been hitting new peaks this week too ""[SEP]""hitting""[SEP]""VERB""[SEP]""VBG""",hitting,1,1
al2-fragment16_180_14,""" which has given support to the London market ( and even Japan 's Nikkei index ""[SEP]""given""[SEP]""VERB""[SEP]""VBN""",given,1,1
al2-fragment16_180_35,""" has gained nearly 800 points while London added its 245 ) but London has real strengths of its own .""[SEP]""gained""[SEP]""VERB""[SEP]""VBN""",gained,1,1
al2-fragment16_180_41,""" has gained nearly 800 points while London added its 245 ) but London has real strengths of its own .""[SEP]""added""[SEP]""VERB""[SEP]""VBD""",added,1,1
al2-fragment16_181_12,"""The City view is that the fall in corporate earnings has stopped and that next year 's increase could be around 15 p.c .""[SEP]""stopped""[SEP]""VERB""[SEP]""VBD""",stopped,1,1
al2-fragment16_182_13,"""The market 's price-earnings multiple was 16 last night but it would drop below 14 if that increase in earnings really happens .""[SEP]""drop""[SEP]""VERB""[SEP]""VB""",drop,1,1
al2-fragment16_182_22,"""The market 's price-earnings multiple was 16 last night but it would drop below 14 if that increase in earnings really happens .""[SEP]""happens""[SEP]""VERB""[SEP]""VBZ""",happens,0,0
al2-fragment16_183_6,"""The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable .""[SEP]""matched""[SEP]""VERB""[SEP]""VBN""",matched,1,1
al2-fragment16_183_16,"""The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable .""[SEP]""paying""[SEP]""VERB""[SEP]""VBG""",paying,1,0
al2-fragment16_183_21,"""The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable .""[SEP]""afford""[SEP]""VERB""[SEP]""VB""",afford,1,0
al2-fragment16_183_28,"""The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable .""[SEP]""need""[SEP]""VERB""[SEP]""VB""",need,0,0
al2-fragment16_183_30,"""The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable .""[SEP]""repair""[SEP]""NOUN""[SEP]""NN""",repair,1,1
al2-fragment16_183_40,"""The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable .""[SEP]""looks""[SEP]""VERB""[SEP]""VBZ""",looks,1,1
al2-fragment16_184_11,""" could return back above 5 p.c. ""[SEP]""return""[SEP]""NOUN""[SEP]""NN""",return,1,1
al2-fragment16_184_18,""" therefore giving basic-rate taxpayers a real return with the prospect of real growth too .""[SEP]""giving""[SEP]""VERB""[SEP]""VBG""",giving,1,1
al2-fragment16_185_5,"""Not all problems have gone away of course : yesterday 's £6.4 billion public sector borrowing requirement is not much higher than expectations ""[SEP]""gone""[SEP]""VERB""[SEP]""VBN""",gone,1,1
al2-fragment16_185_54,""" but it is almost as large as the deficit for the previous 11 months and — with this year 's deficit forecast to be double last year 's — shows why the Bank of England so eagerly sold £2 billion or more of gilts on election night and why it needs a regular stream of massive sales .""[SEP]""shows""[SEP]""NOUN""[SEP]""NNS""",shows,1,1
al2-fragment16_185_62,""" but it is almost as large as the deficit for the previous 11 months and — with this year 's deficit forecast to be double last year 's — shows why the Bank of England so eagerly sold £2 billion or more of gilts on election night and why it needs a regular stream of massive sales .""[SEP]""sold""[SEP]""VERB""[SEP]""VBN""",sold,1,0
al2-fragment16_185_75,""" but it is almost as large as the deficit for the previous 11 months and — with this year 's deficit forecast to be double last year 's — shows why the Bank of England so eagerly sold £2 billion or more of gilts on election night and why it needs a regular stream of massive sales .""[SEP]""needs""[SEP]""NOUN""[SEP]""NNS""",needs,1,1
al2-fragment16_186_21,""" but the market is now starting to feel bullish and looking for a FT-SE of 3""[SEP]""starting""[SEP]""VERB""[SEP]""VBG""",starting,1,0
al2-fragment16_186_23,""" but the market is now starting to feel bullish and looking for a FT-SE of 3""[SEP]""feel""[SEP]""VERB""[SEP]""VB""",feel,1,1
al2-fragment16_186_26,""" but the market is now starting to feel bullish and looking for a FT-SE of 3""[SEP]""looking""[SEP]""VERB""[SEP]""VBG""",looking,1,1
a7w-fragment01_2_4,"""THIRTY FIVE people died and others were maimed for life in the Clapham rail disaster in December last year because work was done in a slovenly ""[SEP]""died""[SEP]""VERB""[SEP]""VBD""",died,0,0
a7w-fragment01_2_8,"""THIRTY FIVE people died and others were maimed for life in the Clapham rail disaster in December last year because work was done in a slovenly ""[SEP]""maimed""[SEP]""VERB""[SEP]""VBN""",maimed,0,0
a7w-fragment01_2_33,""" haphazard way and was then left unchecked .""[SEP]""left""[SEP]""VERB""[SEP]""VBN""",left,1,1
a7w-fragment01_3_11,"""The disaster was all the more stunning because people had come to assume that such things did n't happen .""[SEP]""come""[SEP]""VERB""[SEP]""VB""",come,1,1
a7w-fragment01_3_13,"""The disaster was all the more stunning because people had come to assume that such things did n't happen .""[SEP]""assume""[SEP]""VERB""[SEP]""VB""",assume,1,0
a7w-fragment01_3_19,"""The disaster was all the more stunning because people had come to assume that such things did n't happen .""[SEP]""happen""[SEP]""VERB""[SEP]""VB""",happen,0,0
a7w-fragment01_5_5,""" accounts for nearly half the 77 fatalities of the last ten years : compare that with the 5""[SEP]""accounts""[SEP]""NOUN""[SEP]""NNS""",accounts,0,1
a7w-fragment01_5_18,""" accounts for nearly half the 77 fatalities of the last ten years : compare that with the 5""[SEP]""compare""[SEP]""VERB""[SEP]""VB""",compare,0,0
a7w-fragment01_6_10,""" confirming the picture which emerged throughout the Hidden inquiry ""[SEP]""confirming""[SEP]""VERB""[SEP]""VBG""",confirming,0,0
a7w-fragment01_6_14,""" confirming the picture which emerged throughout the Hidden inquiry ""[SEP]""emerged""[SEP]""VERB""[SEP]""VBD""",emerged,1,1
a7w-fragment01_6_20,""" makes an event which seemed at the time totally unexpected look almost inevitable .""[SEP]""makes""[SEP]""VERB""[SEP]""VBZ""",makes,1,1
a7w-fragment01_6_24,""" makes an event which seemed at the time totally unexpected look almost inevitable .""[SEP]""seemed""[SEP]""VERB""[SEP]""VBD""",seemed,0,0
a7w-fragment01_8_12,"""Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck ; under strain from commercial pressures which ""[SEP]""avert""[SEP]""VERB""[SEP]""VB""",avert,1,0
a7w-fragment01_8_16,"""Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck ; under strain from commercial pressures which ""[SEP]""cope""[SEP]""VERB""[SEP]""VB""",cope,1,0
a7w-fragment01_8_22,"""Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck ; under strain from commercial pressures which ""[SEP]""struck""[SEP]""VERB""[SEP]""VBN""",struck,1,1
a7w-fragment01_8_34,""" as the inquiry puts it ""[SEP]""puts""[SEP]""NOUN""[SEP]""NNS""",puts,1,1
a7w-fragment01_8_38,""" ‘ compromised ’ safety ; under strain above all because the people on the spot could n't or would n't cope ""[SEP]""compromised""[SEP]""VERB""[SEP]""VBN""",compromised,1,0
a7w-fragment01_8_57,"""Under strain for a start because it was technically ill-equipped to avert disaster or to cope with the consequences when disaster struck ; under strain from commercial pressures which ""[SEP]""cope""[SEP]""VERB""[SEP]""VB""",cope,0,0
a7w-fragment01_8_63,""" were weary from gruesome working hours ( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks ) ""[SEP]""working""[SEP]""VERB""[SEP]""VBG""",working,0,0
a7w-fragment01_8_71,""" were weary from gruesome working hours ( the senior signal technician who heads the list of the culpable had had only one day off in the past 13 weeks ) ""[SEP]""heads""[SEP]""NOUN""[SEP]""NNS""",heads,1,1
a7w-fragment01_8_90,""" lacked adequate training ""[SEP]""lacked""[SEP]""VERB""[SEP]""VBD""",lacked,0,0
a7w-fragment01_8_99,""" or simply could n't be bothered .""[SEP]""bothered""[SEP]""VERB""[SEP]""VBN""",bothered,0,0
a7w-fragment01_9_10,"""The bulk of the blame for all that is placed on British Rail ""[SEP]""placed""[SEP]""VERB""[SEP]""VBN""",placed,1,1
a7w-fragment01_9_17,""" which knowingly permitted these things to continue .""[SEP]""permitted""[SEP]""VERB""[SEP]""VBN""",permitted,1,1
a7w-fragment01_9_21,""" which knowingly permitted these things to continue .""[SEP]""continue""[SEP]""VERB""[SEP]""VB""",continue,0,0
a7w-fragment01_10_4,"""Though individuals are nailed ""[SEP]""nailed""[SEP]""VERB""[SEP]""VBN""",nailed,1,1
